epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,54.5571,4.88014,50.8433,2.21153,0,0,0,0,0.4553,3.45536e+07,0.15873,0.002,0.002,0.002
