epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.3899,4.80275,7.47152,2.22094,0.00017,0.00904,8e-05,2e-05,3.94202,5.01208,1.46412,0.002,0.002,0.002
